

like_prob:0.2,follow_prob:0.2,size:5,follower_average_mult_sz:0.1,follower_sd_mult_av:0,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.2,0,0.0,0.0
1,0.2,0,0.0,0.0
2,0.2,0,0.0,0.0
3,0.2,0,0.0,0.0
4,0.2,0,0.0,0.0
5,0.2,0,0.0,0.0
6,0.2,0,0.0,0.0
7,0.2,0,0.0,0.0
8,0.2,0,0.0,0.0
9,0.2,0,0.0,0.0

like_prob:0.2,follow_prob:0.2,size:5,follower_average_mult_sz:0.1,follower_sd_mult_av:0.5,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.2,0,0.0,0.0
1,0.2,0,0.0,0.0
2,0.2,0,0.0,0.0
3,0.2,0,0.0,0.0
4,0.2,0,0.0,0.0
5,0.2,0,0.0,0.0
6,0.2,0,0.0,0.0
7,0.2,0,0.0,0.0
8,0.2,0,0.0,0.0
9,0.2,0,0.0,0.0

like_prob:0.2,follow_prob:0.2,size:5,follower_average_mult_sz:0.1,follower_sd_mult_av:1,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.2,0,0.0,0.0
1,0.2,0,0.0,0.0
2,0.2,0,0.0,0.0
3,0.2,0,0.0,0.0
4,0.2,0,0.0,0.0
5,0.2,0,0.0,0.0
6,0.2,0,0.0,0.0
7,0.2,0,0.0,0.0
8,0.2,0,0.0,0.0
9,0.2,0,0.0,0.0

like_prob:0.2,follow_prob:0.2,size:5,follower_average_mult_sz:0.5,follower_sd_mult_av:0,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.2,0.05333333333333333,2.0,0.0
1,0.2,0.05333333333333333,2.0,0.0
1,0.3,0.05333333333333333,2.0,0.0
1,0.4,0.05333333333333333,2.0,0.0
2,0.3333333333333333,0.05333333333333333,2.0,0.0
3,0.3,0.05333333333333333,2.0,0.0
4,0.28,0.05333333333333333,2.0,0.0
5,0.26666666666666666,0.05333333333333333,2.0,0.0
6,0.2571428571428571,0.05333333333333333,2.0,0.0
7,0.25,0.05333333333333333,2.0,0.0
8,0.24444444444444444,0.05333333333333333,2.0,0.0
8,0.26666666666666666,0.05333333333333333,2.0,0.0
8,0.28888888888888886,0.05333333333333333,2.0,0.0
9,0.28,0.05333333333333333,2.0,0.0
9,0.3,0.05333333333333333,2.0,0.0

like_prob:0.2,follow_prob:0.2,size:5,follower_average_mult_sz:0.5,follower_sd_mult_av:0.5,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.2,0.05333333333333333,1.0,0.8944271909999159
1,0.2,0.05333333333333333,1.0,0.8944271909999159
1,0.3,0.05333333333333333,1.0,0.8944271909999159
2,0.26666666666666666,0.05333333333333333,1.0,0.8944271909999159
3,0.25,0.05333333333333333,1.0,0.8944271909999159
4,0.24,0.05333333333333333,1.0,0.8944271909999159
4,0.28,0.05333333333333333,1.0,0.8944271909999159
5,0.26666666666666666,0.05333333333333333,1.0,0.8944271909999159
6,0.2571428571428571,0.05333333333333333,1.0,0.8944271909999159
7,0.25,0.05333333333333333,1.0,0.8944271909999159
8,0.24444444444444444,0.05333333333333333,1.0,0.8944271909999159
9,0.24,0.05333333333333333,1.0,0.8944271909999159

like_prob:0.2,follow_prob:0.2,size:5,follower_average_mult_sz:0.5,follower_sd_mult_av:1,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.2,0.052500000000000005,3.2,1.16619037896906
0,0.4,0.052500000000000005,3.2,1.16619037896906
0,0.6,0.052500000000000005,3.2,1.16619037896906
0,0.8,0.052500000000000005,3.2,1.16619037896906
1,0.5,0.052500000000000005,3.2,1.16619037896906
2,0.4,0.052500000000000005,3.2,1.16619037896906
3,0.35,0.052500000000000005,3.2,1.16619037896906
3,0.4,0.052500000000000005,3.2,1.16619037896906
3,0.45,0.05,3.4,1.2
4,0.4,0.05,3.4,1.2
5,0.36666666666666664,0.05,3.4,1.2
5,0.43333333333333335,0.05,3.4,1.2
6,0.4,0.05,3.4,1.2
6,0.45714285714285713,0.05,3.4,1.2
7,0.425,0.05,3.4,1.2
7,0.45,0.05,3.4,1.2
7,0.5,0.05,3.4,1.2
8,0.4666666666666667,0.05,3.4,1.2
9,0.44,0.05,3.4,1.2
9,0.46,0.05,3.4,1.2

like_prob:0.2,follow_prob:0.2,size:5,follower_average_mult_sz:1,follower_sd_mult_av:0,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.2,0.05,4.0,0.0
0,0.4,0.05,4.0,0.0
0,0.6,0.05,4.0,0.0
0,0.8,0.05,4.0,0.0
1,0.5,0.05,4.0,0.0
2,0.4,0.05,4.0,0.0
3,0.35,0.05,4.0,0.0
4,0.32,0.05,4.0,0.0
5,0.3,0.05,4.0,0.0
6,0.2857142857142857,0.05,4.0,0.0
6,0.3142857142857143,0.05,4.0,0.0
6,0.34285714285714286,0.05,4.0,0.0
7,0.325,0.05,4.0,0.0
7,0.35,0.05,4.0,0.0
7,0.375,0.05,4.0,0.0
8,0.35555555555555557,0.05,4.0,0.0
8,0.37777777777777777,0.05,4.0,0.0
8,0.4,0.05,4.0,0.0
8,0.4222222222222222,0.05,4.0,0.0
9,0.4,0.05,4.0,0.0
9,0.42,0.05,4.0,0.0
9,0.46,0.05,4.0,0.0
9,0.48,0.05,4.0,0.0

like_prob:0.2,follow_prob:0.2,size:5,follower_average_mult_sz:1,follower_sd_mult_av:0.5,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.2,0.052500000000000005,3.2,1.6
1,0.2,0.052500000000000005,3.2,1.6
1,0.3,0.052500000000000005,3.2,1.6
1,0.4,0.052500000000000005,3.2,1.6
1,0.5,0.052500000000000005,3.2,1.6
2,0.4,0.052500000000000005,3.2,1.6
3,0.35,0.052500000000000005,3.2,1.6
4,0.32,0.052500000000000005,3.2,1.6
4,0.36,0.052500000000000005,3.2,1.6
5,0.3333333333333333,0.052500000000000005,3.2,1.6
5,0.36666666666666664,0.052500000000000005,3.2,1.6
6,0.34285714285714286,0.052500000000000005,3.2,1.6
6,0.37142857142857144,0.052500000000000005,3.2,1.6
7,0.35,0.052500000000000005,3.2,1.6
7,0.375,0.052500000000000005,3.2,1.6
7,0.4,0.052500000000000005,3.2,1.6
7,0.425,0.052500000000000005,3.2,1.6
8,0.4,0.052500000000000005,3.2,1.6
8,0.4444444444444444,0.052500000000000005,3.2,1.6
8,0.4666666666666667,0.052500000000000005,3.2,1.6
9,0.44,0.052500000000000005,3.2,1.6
9,0.46,0.052500000000000005,3.2,1.6

like_prob:0.2,follow_prob:0.2,size:5,follower_average_mult_sz:1,follower_sd_mult_av:1,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.2,0.05,4.0,0.0
0,0.4,0.05,4.0,0.0
1,0.3,0.05,4.0,0.0
1,0.5,0.05,4.0,0.0
1,0.6,0.05,4.0,0.0
2,0.4666666666666667,0.05,4.0,0.0
2,0.5333333333333333,0.05,4.0,0.0
3,0.45,0.05,4.0,0.0
4,0.4,0.05,4.0,0.0
4,0.44,0.05,4.0,0.0
5,0.4,0.05,4.0,0.0
6,0.37142857142857144,0.05,4.0,0.0
6,0.4,0.05,4.0,0.0
6,0.42857142857142855,0.05,4.0,0.0
7,0.4,0.05,4.0,0.0
7,0.425,0.05,4.0,0.0
7,0.475,0.05,4.0,0.0
8,0.4444444444444444,0.05,4.0,0.0
9,0.42,0.05,4.0,0.0
9,0.44,0.05,4.0,0.0

like_prob:0.2,follow_prob:0.2,size:10,follower_average_mult_sz:0.1,follower_sd_mult_av:0,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.1,0.05833333333333333,1.0,0.0
0,0.2,0.05833333333333333,1.0,0.0
1,0.15,0.05833333333333333,1.0,0.0
2,0.13333333333333333,0.05833333333333333,1.0,0.0
2,0.16666666666666666,0.05833333333333333,1.0,0.0
3,0.15,0.05833333333333333,1.0,0.0
4,0.14,0.05833333333333333,1.0,0.0
4,0.16,0.05833333333333333,1.0,0.0
5,0.15,0.05833333333333333,1.0,0.0
6,0.14285714285714285,0.05833333333333333,1.0,0.0
7,0.1375,0.05833333333333333,1.0,0.0
8,0.13333333333333333,0.05833333333333333,1.0,0.0
9,0.13,0.05833333333333333,1.0,0.0

like_prob:0.2,follow_prob:0.2,size:10,follower_average_mult_sz:0.1,follower_sd_mult_av:0.5,clickbait_sd:0
post,likes,clustering,favg,fsd
0,0.1,0.05277777777777778,0.6,0.48989794855663565
1,0.1,0.05277777777777778,0.6,0.48989794855663565
2,0.1,0.05277777777777778,0.6,0.48989794855663565
3,0.1,0.05277777777777778,0.6,0.48989794855663565
4,0.1,0.05277777777777778,0.6,0.48989794855663565
